use_Hybrid_4GPU,/home/mdnd/data_exp_1/Amazon0302/Amazon0302.e,2,11.008,2844150
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Amazon0302/Amazon0302.e,3,18.5446,7380448
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Amazon0302/Amazon0302.e,4,24.7787,20810017
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Amazon0302/Amazon0302.e,5,30.4609,58320144
use_Hybrid_4GPU,/home/mdnd/data_exp_1/com-amazon/com-amazon.e,2,10.5109,2489392
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Email-EuAll/Email-EuAll.e,2,4.30288,3833277
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Email-EuAll/Email-EuAll.e,3,7.14792,34608347
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Email-EuAll/Email-EuAll.e,4,9.15423,58675350
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Email-EuAll/Email-EuAll.e,5,9.6413,81151587
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Gowalla_edges/Gowalla_edges.e,2,8.81611,10913265
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Gowalla_edges/Gowalla_edges.e,3,18.1257,73829292
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Gowalla_edges/Gowalla_edges.e,4,50.3429,278314608
use_Hybrid_4GPU,/home/mdnd/data_exp_1/Gowalla_edges/Gowalla_edges.e,5,79.6193,653911110
use_Hybrid_4GPU,/home/mdnd/data_exp_1/web-NotreDame/web-NotreDame.e,2,6.57282,3262034
use_Hybrid_4GPU,/home/mdnd/data_exp_1/web-NotreDame/web-NotreDame.e,3,1.33919,1911037
use_Hybrid_4GPU,/home/mdnd/data_exp_1/web-NotreDame/web-NotreDame.e,4,13.7633,24095269
use_Hybrid_4GPU,/home/mdnd/data_exp_1/web-NotreDame/web-NotreDame.e,5,19.3467,66598232
use_Hybrid_4GPU,/home/mdnd/data_exp_6/web-NotreDame/web-NotreDame.e,3,3.03969,5479524
use_Hybrid_4GPU,/home/mdnd/data_exp_6/web-NotreDame/web-NotreDame.e,3,0.622694,320735
use_Hybrid_4GPU,/home/mdnd/data_exp_7/Amazon0302/Amazon0302.e,5,27.4615,56636063
use_Hybrid_4GPU,/home/mdnd/data_exp_7/Amazon0302/Amazon0302.e,5,29.6063,58141083
use_Hybrid_4GPU,/home/mdnd/data_exp_7/Email-EuAll/Email-EuAll.e,5,11.2076,81236506
use_Hybrid_4GPU,/home/mdnd/data_exp_7/Gowalla_edges/Gowalla_edges.e,5,91.7946,697417396
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,5,25.4363,29704390
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,5,24.0567,29465828
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,5,23.5768,29743690
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,5,23.9535,29582646
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,2,10.3516,2487397
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,3,15.1861,5237339
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,4,19.2934,12130998
use_Hybrid_4GPU,/home/mdnd/data_exp_7/com-amazon/com-amazon.e,5,22.2047,29347377
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,6.67824,3306847
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,3,4.02863,6074219
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,6.41654,3281165
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,3,3.61025,5966429
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,4,11.5373,21307214
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,5,22.9774,68602380
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,3,3.70279,6114215
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,4,2.75933,7616513
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,5,10.2972,50154807
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,5.46705,3141471
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,2.67224,2299684
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,3.88905,2779175
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,3.39572,2535110
use_Hybrid_4GPU,/home/mdnd/data_exp_7/web-NotreDame/web-NotreDame.e,2,6.38678,3264299
