use_2023WWW_generation,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,2,16.4433,36549514
use_2023WWW_generation,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,3,42.5912,249538430
use_2023WWW_generation,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,4,106.143,559980861
use_2023WWW_generation,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,5,162.2,818364953
use_2023WWW_generation_optimized,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,2,14.4614,33880067
use_2023WWW_generation_optimized,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,3,39.0858,232735113
use_2023WWW_generation_optimized,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,4,86.6656,532243326
use_2023WWW_generation_optimized,/home/mdnd/data_exp_1/com-youtube/com-youtube.e,5,151.416,784782128
use_2023WWW_generation,/home/mdnd/data_exp_1/DBLP/DBLP.e,2,28.2569,97637740
use_2023WWW_generation,/home/mdnd/data_exp_1/DBLP/DBLP.e,3,339.784,901195649
use_2023WWW_generation,/home/mdnd/data_exp_1/DBLP/DBLP.e,4,2412.6,3089985075


use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,2,6.54667,11500403
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,3,25.8586,52764973
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,4,23.4548,135925627
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,2,6.07284,11211242
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,3,8.62298,39635328
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,4,25.5644,109210663
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,5,57.3033,280229291
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,5,34.1155,244984082
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,2,8.59067,11500827
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,3,13.0015,52797736
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,4,19.7618,135938439
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,5,41.8736,280203620
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,2,5.09263,11209663
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,3,8.9372,39634008
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,4,27.2558,109221519
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,5,38.1738,244957227
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,2,10.0988,11495822
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,3,28.4826,52768988
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,4,30.5355,136107323
use_2023WWW_generation,/home/mdnd/data_exp_2/web-Google/web-Google.e,5,52.4009,280321078
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,2,8.18923,11210290
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,3,8.55432,39631145
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,4,30.275,109321770
use_2023WWW_generation_optimized,/home/mdnd/data_exp_2/web-Google/web-Google.e,5,35.9789,244977365
use_2023WWW_generation_optimized,/home/mdnd/data_exp_3/DBLP/DBLP.e,2,27.5509,96399545
use_2023WWW_generation_optimized,/home/mdnd/data_exp_3/DBLP/DBLP.e,3,319.418,896981971
use_2023WWW_generation_optimized,/home/mdnd/data_exp_3/DBLP/DBLP.e,4,2333.67,3083930412
use_2023WWW_generation_optimized,/home/mdnd/data_exp_3/DBLP/DBLP.e,5,7175.25,5151652980
